,id,name,cost,position,home_team,away_team,kickoff_time,is_home,team_x,team_strength_rank,opponent_strength_rank,opponent_strength_overall,opponent_strength_attack,opponent_strength_defence
544,377,Diogo Dalot Teixeira,52,DEF,Man Utd,Liverpool,2024-04-07T14:30:00Z,True,Man Utd,7,3,1370,1350,1390
420,294,Diogo Teixeira da Silva,80,MID,Man Utd,Liverpool,2024-04-07T14:30:00Z,False,Liverpool,3,7,1125,1130,1120
477,332,Dion Pereira,44,MID,Luton,Bournemouth,2024-04-06T14:00:00Z,True,Luton,18,12,1100,1130,1075
782,538,Divin Mubama,41,FWD,Wolves,West Ham,2024-04-06T14:00:00Z,False,West Ham,10,14,1100,1085,1115
673,714,Divock Origi,50,FWD,Spurs,Nott'm Forest,2024-04-07T17:00:00Z,False,Nott'm Forest,17,5,1170,1110,1230
750,517,Djed Spence,40,DEF,Spurs,Nott'm Forest,2024-04-07T17:00:00Z,True,Spurs,5,17,1100,1125,1080
346,246,Dominic Calvert-Lewin,58,FWD,Everton,Burnley,2024-04-06T14:00:00Z,True,Everton,15,19,1050,1050,1050
503,839,Dominic Dos Santos Martins,45,MID,Luton,Bournemouth,2024-04-06T14:00:00Z,True,Luton,18,12,1100,1130,1075
117,811,Dominic Sadi,45,MID,Luton,Bournemouth,2024-04-06T14:00:00Z,False,Bournemouth,12,18,1055,1020,1090
102,85,Dominic Solanke,72,FWD,Luton,Bournemouth,2024-04-06T14:00:00Z,False,Bournemouth,12,18,1055,1020,1090
435,309,Dominik Szoboszlai,71,MID,Man Utd,Liverpool,2024-04-07T14:30:00Z,False,Liverpool,3,7,1125,1130,1120
564,400,Donny van de Beek,47,MID,Man Utd,Liverpool,2024-04-07T14:30:00Z,True,Man Utd,7,3,1370,1350,1390
48,43,Douglas Luiz Soares de Paulo,56,MID,Aston Villa,Brentford,2024-04-06T14:00:00Z,True,Aston Villa,4,13,1100,1055,1150
722,827,Dovydas Sasnauskas,40,DEF,Sheffield Utd,Chelsea,2024-04-07T16:30:00Z,True,Sheffield Utd,20,8,1190,1150,1230
356,259,Dwight McNeil,54,MID,Everton,Burnley,2024-04-06T14:00:00Z,True,Everton,15,19,1050,1050,1050
313,226,Eberechi Eze,60,MID,Crystal Palace,Man City,2024-04-06T11:30:00Z,True,Crystal Palace,16,1,1365,1360,1370
292,680,Eddie Beach,40,GKP,Sheffield Utd,Chelsea,2024-04-07T16:30:00Z,False,Chelsea,8,20,1030,1045,1020
11,13,Eddie Nketiah,51,FWD,Brighton,Arsenal,2024-04-06T16:30:00Z,False,Arsenal,2,9,1100,1070,1135
515,352,Ederson Santana de Moraes,55,GKP,Crystal Palace,Man City,2024-04-06T11:30:00Z,False,Man City,1,16,1070,1080,1060
789,642,Edson Álvarez Velázquez,50,MID,Wolves,West Ham,2024-04-06T14:00:00Z,False,West Ham,10,14,1100,1085,1115
459,314,Elijah Adebayo,48,FWD,Luton,Bournemouth,2024-04-06T14:00:00Z,True,Luton,18,12,1100,1130,1075
375,761,Elijah Campbell,40,DEF,Everton,Burnley,2024-04-06T14:00:00Z,True,Everton,15,19,1050,1050,1050
119,91,Ellery Balcombe,39,GKP,Aston Villa,Brentford,2024-04-06T14:00:00Z,False,Brentford,13,4,1160,1140,1180
582,403,Elliot Anderson,42,MID,Fulham,Newcastle,2024-04-06T14:00:00Z,False,Newcastle,6,11,1055,1050,1060
482,337,Elliot Thorpe,45,MID,Luton,Bournemouth,2024-04-06T14:00:00Z,True,Luton,18,12,1100,1130,1075
361,264,Ellis Simms,45,FWD,Everton,Burnley,2024-04-06T14:00:00Z,True,Everton,15,19,1050,1050,1050
731,497,Emerson Leite de Souza Junior,43,DEF,Spurs,Nott'm Forest,2024-04-07T17:00:00Z,True,Spurs,5,17,1100,1125,1080
776,532,Emerson Palmieri dos Santos,44,DEF,Wolves,West Ham,2024-04-06T14:00:00Z,False,West Ham,10,14,1100,1085,1115
596,417,Emil Krafth,44,DEF,Fulham,Newcastle,2024-04-06T14:00:00Z,False,Newcastle,6,11,1055,1050,1060
19,22,Emile Smith Rowe,53,MID,Brighton,Arsenal,2024-04-06T16:30:00Z,False,Arsenal,2,9,1100,1070,1135
40,35,Emiliano Buendía Stati,57,MID,Aston Villa,Brentford,2024-04-06T14:00:00Z,True,Aston Villa,4,13,1100,1055,1150
91,74,Emiliano Marcondes,43,MID,Luton,Bournemouth,2024-04-06T14:00:00Z,False,Bournemouth,12,18,1055,1020,1090
54,49,Emiliano Martínez Romero,53,GKP,Aston Villa,Brentford,2024-04-06T14:00:00Z,True,Aston Villa,4,13,1100,1055,1150
637,443,Emmanuel Dennis,48,FWD,Spurs,Nott'm Forest,2024-04-07T17:00:00Z,False,Nott'm Forest,17,5,1170,1110,1230
116,804,Enes Ünal,50,FWD,Luton,Bournemouth,2024-04-06T14:00:00Z,False,Bournemouth,12,18,1055,1020,1090
207,156,Enock Agyei,42,MID,Everton,Burnley,2024-04-06T14:00:00Z,False,Burnley,19,15,1095,1125,1065
830,698,Enso González,50,MID,Wolves,West Ham,2024-04-06T14:00:00Z,True,Wolves,14,10,1145,1140,1150
266,199,Enzo Fernández,48,MID,Sheffield Utd,Chelsea,2024-04-07T16:30:00Z,False,Chelsea,8,20,1030,1045,1020
542,375,Eric Bailly,40,DEF,Man Utd,Liverpool,2024-04-07T14:30:00Z,True,Man Utd,7,3,1370,1350,1390
730,496,Eric Dier,42,DEF,Spurs,Nott'm Forest,2024-04-07T17:00:00Z,True,Spurs,5,17,1100,1125,1080
518,355,Erling Haaland,143,FWD,Crystal Palace,Man City,2024-04-06T11:30:00Z,False,Man City,1,16,1070,1080,1060
253,185,Ethan Ampadu,40,DEF,Sheffield Utd,Chelsea,2024-04-07T16:30:00Z,False,Chelsea,8,20,1030,1045,1020
152,684,Ethan Brierley,45,MID,Aston Villa,Brentford,2024-04-06T14:00:00Z,False,Brentford,13,4,1160,1140,1180
643,449,Ethan Horvath,43,GKP,Spurs,Nott'm Forest,2024-04-07T17:00:00Z,False,Nott'm Forest,17,5,1170,1110,1230
35,772,Ethan Nwaneri,45,MID,Brighton,Arsenal,2024-04-06T16:30:00Z,False,Arsenal,2,9,1100,1070,1135
140,112,Ethan Pinnock,45,DEF,Aston Villa,Brentford,2024-04-06T14:00:00Z,False,Brentford,13,4,1160,1140,1180
170,132,Evan Ferguson,57,FWD,Brighton,Arsenal,2024-04-06T16:30:00Z,True,Brighton,9,2,1365,1370,1360
53,48,Ezri Konsa Ngoyo,45,DEF,Aston Villa,Brentford,2024-04-06T14:00:00Z,True,Aston Villa,4,13,1100,1055,1150
454,813,Fabian Mrozek,40,GKP,Man Utd,Liverpool,2024-04-07T14:30:00Z,False,Liverpool,3,7,1125,1130,1120
606,427,Fabian Schär,55,DEF,Fulham,Newcastle,2024-04-06T14:00:00Z,False,Newcastle,6,11,1055,1050,1060
422,296,Fabio Henrique Tavares,50,MID,Man Utd,Liverpool,2024-04-07T14:30:00Z,False,Liverpool,3,7,1125,1130,1120
164,125,Facundo Buonanotte,47,MID,Brighton,Arsenal,2024-04-06T16:30:00Z,True,Brighton,9,2,1365,1370,1360
558,394,Facundo Pellistri Rebollo,42,MID,Man Utd,Liverpool,2024-04-07T14:30:00Z,True,Man Utd,7,3,1370,1350,1390
639,445,Felipe Augusto de Almeida Monteiro,44,DEF,Spurs,Nott'm Forest,2024-04-07T17:00:00Z,False,Nott'm Forest,17,5,1170,1110,1230
708,653,Femi Seriki,39,DEF,Sheffield Utd,Chelsea,2024-04-07T16:30:00Z,True,Sheffield Utd,20,8,1190,1150,1230
69,670,Filip Marschall,40,GKP,Aston Villa,Brentford,2024-04-06T14:00:00Z,True,Aston Villa,4,13,1100,1055,1150
843,840,Fletcher Holman,45,FWD,Wolves,West Ham,2024-04-06T14:00:00Z,True,Wolves,14,10,1145,1140,1150
775,531,Flynn Downes,50,MID,Wolves,West Ham,2024-04-06T14:00:00Z,False,West Ham,10,14,1100,1085,1115
411,707,Fodé Ballo-Touré,45,DEF,Fulham,Newcastle,2024-04-06T14:00:00Z,True,Fulham,11,6,1280,1210,1355
0,1,Folarin Balogun,44,FWD,Brighton,Arsenal,2024-04-06T16:30:00Z,False,Arsenal,2,9,1100,1070,1135
804,549,Francisco Jorge Tomás Oliveira,45,MID,Wolves,West Ham,2024-04-06T14:00:00Z,True,Wolves,14,10,1145,1140,1150
341,821,Franco Umeh-Chibueze,45,FWD,Crystal Palace,Man City,2024-04-06T11:30:00Z,True,Crystal Palace,16,1,1365,1360,1370
139,111,Frank Onyeka,49,MID,Aston Villa,Brentford,2024-04-06T14:00:00Z,False,Brentford,13,4,1160,1140,1180
732,498,Fraser Forster,38,GKP,Spurs,Nott'm Forest,2024-04-07T17:00:00Z,True,Spurs,5,17,1100,1125,1080
474,329,Fred Onyedinma,50,MID,Luton,Bournemouth,2024-04-06T14:00:00Z,True,Luton,18,12,1100,1130,1075
547,381,Frederico Rodrigues de Paula Santos,50,MID,Man Utd,Liverpool,2024-04-07T14:30:00Z,True,Man Utd,7,3,1370,1350,1390
3,4,Fábio Ferreira Vieira,54,MID,Brighton,Arsenal,2024-04-06T16:30:00Z,False,Arsenal,2,9,1100,1070,1135
807,552,Fábio Silva,52,FWD,Wolves,West Ham,2024-04-06T14:00:00Z,True,Wolves,14,10,1145,1140,1150
6,8,Gabriel Fernando de Jesus,77,FWD,Brighton,Arsenal,2024-04-06T16:30:00Z,False,Arsenal,2,9,1100,1070,1135
10,12,Gabriel Martinelli Silva,76,MID,Brighton,Arsenal,2024-04-06T16:30:00Z,False,Arsenal,2,9,1100,1070,1135
475,330,Gabriel Osho,44,DEF,Luton,Bournemouth,2024-04-06T14:00:00Z,True,Luton,18,12,1100,1130,1075
278,215,Gabriel Słonina,40,GKP,Sheffield Utd,Chelsea,2024-04-07T16:30:00Z,False,Chelsea,8,20,1030,1045,1020
4,5,Gabriel dos Santos Magalhães,53,DEF,Brighton,Arsenal,2024-04-06T16:30:00Z,False,Arsenal,2,9,1100,1070,1135
597,418,Garang Kuol,45,MID,Fulham,Newcastle,2024-04-06T14:00:00Z,False,Newcastle,6,11,1055,1050,1060
88,71,Gavin Kilkenny,43,MID,Luton,Bournemouth,2024-04-06T14:00:00Z,False,Bournemouth,12,18,1055,1020,1090
686,473,George Baldock,38,DEF,Sheffield Utd,Chelsea,2024-04-07T16:30:00Z,True,Sheffield Utd,20,8,1190,1150,1230
798,829,George Earthy,45,MID,Wolves,West Ham,2024-04-06T14:00:00Z,False,West Ham,10,14,1100,1085,1115
665,636,George Shelvey,39,GKP,Spurs,Nott'm Forest,2024-04-07T17:00:00Z,False,Nott'm Forest,17,5,1170,1110,1230
784,541,Gianluca Scamacca,60,FWD,Wolves,West Ham,2024-04-06T14:00:00Z,False,West Ham,10,14,1100,1085,1115
737,503,Giovani Lo Celso,48,MID,Spurs,Nott'm Forest,2024-04-07T17:00:00Z,True,Spurs,5,17,1100,1125,1080
677,801,Giovanni Reyna,47,MID,Spurs,Nott'm Forest,2024-04-07T17:00:00Z,False,Nott'm Forest,17,5,1170,1110,1230
632,438,Giulian Biancone,39,DEF,Spurs,Nott'm Forest,2024-04-07T17:00:00Z,False,Nott'm Forest,17,5,1170,1110,1230
479,334,Glen Rea,44,MID,Luton,Bournemouth,2024-04-06T14:00:00Z,True,Luton,18,12,1100,1130,1075
667,679,Gonzalo Montiel,44,DEF,Spurs,Nott'm Forest,2024-04-07T17:00:00Z,False,Nott'm Forest,17,5,1170,1110,1230
808,554,Gonçalo Manuel Ganchinho Guedes,54,MID,Wolves,West Ham,2024-04-06T14:00:00Z,True,Wolves,14,10,1145,1140,1150
24,30,Granit Xhaka,60,MID,Brighton,Arsenal,2024-04-06T16:30:00Z,False,Arsenal,2,9,1100,1070,1135
753,520,Guglielmo Vicario,53,GKP,Spurs,Nott'm Forest,2024-04-07T17:00:00Z,True,Spurs,5,17,1100,1125,1080
712,663,Gustavo Hamer,49,MID,Sheffield Utd,Chelsea,2024-04-07T16:30:00Z,True,Sheffield Utd,20,8,1190,1150,1230
655,462,Gustavo Henrique Furtado Scarpa,45,MID,Spurs,Nott'm Forest,2024-04-07T17:00:00Z,False,Nott'm Forest,17,5,1170,1110,1230
578,833,Habeeb Ogunneye,40,DEF,Man Utd,Liverpool,2024-04-07T14:30:00Z,True,Man Utd,7,3,1370,1350,1390
281,218,Hakim Ziyech,54,MID,Sheffield Utd,Chelsea,2024-04-07T16:30:00Z,False,Chelsea,8,20,1030,1045,1020
128,100,Halil Dervişoğlu,45,FWD,Aston Villa,Brentford,2024-04-06T14:00:00Z,False,Brentford,13,4,1160,1140,1180
104,87,Hamed Traorè,47,MID,Luton,Bournemouth,2024-04-06T14:00:00Z,False,Bournemouth,12,18,1055,1020,1090
247,694,Han-Noah Massengo,49,MID,Everton,Burnley,2024-04-06T14:00:00Z,False,Burnley,19,15,1095,1125,1065
245,674,Hannes Delcroix,40,DEF,Everton,Burnley,2024-04-06T14:00:00Z,False,Burnley,19,15,1095,1125,1065
549,383,Hannibal Mejbri,43,MID,Man Utd,Liverpool,2024-04-07T14:30:00Z,True,Man Utd,7,3,1370,1350,1390
583,404,Harrison Ashby,40,DEF,Fulham,Newcastle,2024-04-06T14:00:00Z,False,Newcastle,6,11,1055,1050,1060
394,282,Harrison Reed,44,MID,Fulham,Newcastle,2024-04-06T14:00:00Z,True,Fulham,11,6,1280,1210,1355
629,435,Harry Arter,43,MID,Spurs,Nott'm Forest,2024-04-07T17:00:00Z,False,Nott'm Forest,17,5,1170,1110,1230
734,500,Harry Kane,125,FWD,Spurs,Nott'm Forest,2024-04-07T17:00:00Z,True,Spurs,5,17,1100,1125,1080
552,387,Harry Maguire,42,DEF,Man Utd,Liverpool,2024-04-07T14:30:00Z,True,Man Utd,7,3,1370,1350,1390
658,465,Harry Toffolo,44,DEF,Spurs,Nott'm Forest,2024-04-07T17:00:00Z,False,Nott'm Forest,17,5,1170,1110,1230
400,288,Harry Wilson,53,MID,Fulham,Newcastle,2024-04-06T14:00:00Z,True,Fulham,11,6,1280,1210,1355
615,603,Harvey Barnes,62,MID,Fulham,Newcastle,2024-04-06T14:00:00Z,False,Newcastle,6,11,1055,1050,1060
421,295,Harvey Elliott,48,MID,Man Utd,Liverpool,2024-04-07T14:30:00Z,False,Liverpool,3,7,1125,1130,1120
838,787,Harvey Griffiths,45,MID,Wolves,West Ham,2024-04-06T14:00:00Z,True,Wolves,14,10,1145,1140,1150
218,167,Hjalmar Ekdal,39,DEF,Everton,Burnley,2024-04-06T14:00:00Z,False,Burnley,19,15,1095,1125,1065
803,548,Hugo Bueno López,44,DEF,Wolves,West Ham,2024-04-06T14:00:00Z,True,Wolves,14,10,1145,1140,1150
736,502,Hugo Lloris,47,GKP,Spurs,Nott'm Forest,2024-04-07T17:00:00Z,True,Spurs,5,17,1100,1125,1080
811,557,Hwang Hee-chan,54,MID,Wolves,West Ham,2024-04-06T14:00:00Z,True,Wolves,14,10,1145,1140,1150
659,466,Hwang Ui-jo,44,FWD,Spurs,Nott'm Forest,2024-04-07T17:00:00Z,False,Nott'm Forest,17,5,1170,1110,1230
158,789,Hákon Valdimarsson,40,GKP,Aston Villa,Brentford,2024-04-06T14:00:00Z,False,Brentford,13,4,1160,1140,1180
284,609,Ian Maatsen,51,MID,Sheffield Utd,Chelsea,2024-04-07T16:30:00Z,False,Chelsea,8,20,1030,1045,1020
672,713,Ibrahim Sangaré,49,MID,Spurs,Nott'm Forest,2024-04-07T17:00:00Z,False,Nott'm Forest,17,5,1170,1110,1230
428,302,Ibrahima Konaté,49,DEF,Man Utd,Liverpool,2024-04-07T14:30:00Z,False,Liverpool,3,7,1125,1130,1120
354,254,Idrissa Gueye,48,MID,Everton,Burnley,2024-04-06T14:00:00Z,True,Everton,15,19,1050,1050,1050
193,606,Igor Julio dos Santos de Paulo,43,DEF,Brighton,Arsenal,2024-04-06T16:30:00Z,True,Brighton,9,2,1365,1370,1360
698,486,Iliman Ndiaye,55,FWD,Sheffield Utd,Chelsea,2024-04-07T16:30:00Z,True,Sheffield Utd,20,8,1190,1150,1230
106,89,Illia Zabarnyi,45,DEF,Luton,Bournemouth,2024-04-06T14:00:00Z,False,Bournemouth,12,18,1055,1020,1090
108,607,Ionuț Radu,43,GKP,Luton,Bournemouth,2024-04-06T14:00:00Z,False,Bournemouth,12,18,1055,1020,1090
592,413,Isaac Hayden,44,MID,Fulham,Newcastle,2024-04-06T14:00:00Z,False,Newcastle,6,11,1055,1050,1060
301,819,Ishé Samuels-Smith,40,DEF,Sheffield Utd,Chelsea,2024-04-07T16:30:00Z,False,Chelsea,8,20,1030,1045,1020
690,478,Ismaila Coulibaly,44,MID,Sheffield Utd,Chelsea,2024-04-07T16:30:00Z,True,Sheffield Utd,20,8,1190,1150,1230
383,271,Issa Diop,44,DEF,Fulham,Newcastle,2024-04-06T14:00:00Z,True,Fulham,11,6,1280,1210,1355
491,602,Issa Kaboré,40,DEF,Luton,Bournemouth,2024-04-06T14:00:00Z,True,Luton,18,12,1100,1130,1075
381,269,Ivan Neves Abreu Cavaleiro,50,MID,Fulham,Newcastle,2024-04-06T14:00:00Z,True,Fulham,11,6,1280,1210,1355
741,507,Ivan Perišić,47,DEF,Spurs,Nott'm Forest,2024-04-07T17:00:00Z,True,Spurs,5,17,1100,1125,1080
144,117,Ivan Toney,81,FWD,Aston Villa,Brentford,2024-04-06T14:00:00Z,False,Brentford,13,4,1160,1140,1180
719,790,Ivo Grbic,45,GKP,Sheffield Utd,Chelsea,2024-04-07T16:30:00Z,True,Sheffield Utd,20,8,1190,1150,1230
214,163,Jack Cork,48,MID,Everton,Burnley,2024-04-06T14:00:00Z,False,Burnley,19,15,1095,1125,1065
517,354,Jack Grealish,72,MID,Crystal Palace,Man City,2024-04-06T11:30:00Z,False,Man City,1,16,1070,1080,1060
371,661,Jack Harrison,55,MID,Everton,Burnley,2024-04-06T14:00:00Z,True,Everton,15,19,1050,1050,1050
194,621,Jack Hinshelwood,45,MID,Brighton,Arsenal,2024-04-06T16:30:00Z,True,Brighton,9,2,1365,1370,1360
703,576,Jack Robinson,43,DEF,Sheffield Utd,Chelsea,2024-04-07T16:30:00Z,True,Sheffield Utd,20,8,1190,1150,1230
483,338,Jack Walton,40,GKP,Luton,Bournemouth,2024-04-06T14:00:00Z,True,Luton,18,12,1100,1130,1075
494,631,Jacob Brown,49,FWD,Luton,Bournemouth,2024-04-06T14:00:00Z,True,Luton,18,12,1100,1130,1075
242,608,Jacob Bruun Larsen,48,MID,Everton,Burnley,2024-04-06T14:00:00Z,False,Burnley,19,15,1095,1125,1065
602,423,Jacob Murphy,48,MID,Fulham,Newcastle,2024-04-06T14:00:00Z,False,Newcastle,6,11,1055,1050,1060
59,55,Jacob Ramsey,59,MID,Aston Villa,Brentford,2024-04-06T14:00:00Z,True,Aston Villa,4,13,1100,1055,1150
535,814,Jacob Wright,45,MID,Crystal Palace,Man City,2024-04-06T11:30:00Z,False,Man City,1,16,1070,1080,1060
337,724,Jadan Raymond,45,MID,Crystal Palace,Man City,2024-04-06T11:30:00Z,True,Crystal Palace,16,1,1365,1360,1370
58,54,Jaden Philogene-Bidace,45,MID,Aston Villa,Brentford,2024-04-06T14:00:00Z,True,Aston Villa,4,13,1100,1055,1150
561,397,Jadon Sancho,67,MID,Man Utd,Liverpool,2024-04-07T14:30:00Z,True,Man Utd,7,3,1370,1350,1390
79,62,Jaidon Anthony,49,MID,Luton,Bournemouth,2024-04-06T14:00:00Z,False,Bournemouth,12,18,1055,1020,1090
326,239,Jairo Riedewald,43,MID,Crystal Palace,Man City,2024-04-06T11:30:00Z,True,Crystal Palace,16,1,1365,1360,1370
322,235,Jake O'Brien,40,DEF,Crystal Palace,Man City,2024-04-06T11:30:00Z,True,Crystal Palace,16,1,1365,1360,1370
8,10,Jakub Kiwior,44,DEF,Brighton,Arsenal,2024-04-06T16:30:00Z,False,Arsenal,2,9,1100,1070,1135
182,144,Jakub Moder,44,MID,Brighton,Arsenal,2024-04-06T16:30:00Z,True,Brighton,9,2,1365,1370,1360
598,419,Jamaal Lascelles,39,DEF,Fulham,Newcastle,2024-04-06T14:00:00Z,False,Newcastle,6,11,1055,1050,1060
599,420,Jamal Lewis,40,DEF,Fulham,Newcastle,2024-04-06T14:00:00Z,False,Newcastle,6,11,1055,1050,1060
90,73,Jamal Lowe,49,MID,Luton,Bournemouth,2024-04-06T14:00:00Z,False,Bournemouth,12,18,1055,1020,1090
350,250,James Garner,49,MID,Everton,Burnley,2024-04-06T14:00:00Z,True,Everton,15,19,1050,1050,1050
86,69,James Hill,40,DEF,Luton,Bournemouth,2024-04-06T14:00:00Z,False,Bournemouth,12,18,1055,1020,1090
738,504,James Maddison,80,MID,Spurs,Nott'm Forest,2024-04-07T17:00:00Z,True,Spurs,5,17,1100,1125,1080
683,360,James McAtee,44,MID,Sheffield Utd,Chelsea,2024-04-07T16:30:00Z,True,Sheffield Utd,20,8,1190,1150,1230
443,629,James McConnell,44,MID,Man Utd,Liverpool,2024-04-07T14:30:00Z,False,Liverpool,3,7,1125,1130,1120
180,142,James Milner,48,MID,Brighton,Arsenal,2024-04-06T16:30:00Z,True,Brighton,9,2,1365,1370,1360
480,335,James Shea,42,GKP,Luton,Bournemouth,2024-04-06T14:00:00Z,True,Luton,18,12,1100,1130,1075
37,817,James Sweet,40,DEF,Brighton,Arsenal,2024-04-06T16:30:00Z,False,Arsenal,2,9,1100,1070,1135
362,265,James Tarkowski,46,DEF,Everton,Burnley,2024-04-06T14:00:00Z,True,Everton,15,19,1050,1050,1050
328,241,James Tomkins,40,DEF,Crystal Palace,Man City,2024-04-06T11:30:00Z,True,Crystal Palace,16,1,1365,1360,1370
239,596,James Trafford,45,GKP,Everton,Burnley,2024-04-06T14:00:00Z,False,Burnley,19,15,1095,1125,1065
791,664,James Ward-Prowse,58,MID,Wolves,West Ham,2024-04-06T14:00:00Z,False,West Ham,10,14,1100,1085,1115
75,778,James Wright,40,GKP,Aston Villa,Brentford,2024-04-06T14:00:00Z,True,Aston Villa,4,13,1100,1055,1150
760,722,Jamie Donley,45,FWD,Spurs,Nott'm Forest,2024-04-07T17:00:00Z,True,Spurs,5,17,1100,1125,1080
674,779,Jamie McDonnell,45,MID,Spurs,Nott'm Forest,2024-04-07T17:00:00Z,False,Nott'm Forest,17,5,1170,1110,1230
187,150,Jan Paul van Hecke,41,DEF,Brighton,Arsenal,2024-04-06T16:30:00Z,True,Brighton,9,2,1365,1370,1360
751,518,Japhet Tanganga,40,DEF,Spurs,Nott'm Forest,2024-04-07T17:00:00Z,True,Spurs,5,17,1100,1125,1080
440,626,Jarell Quansah,40,DEF,Man Utd,Liverpool,2024-04-07T14:30:00Z,False,Liverpool,3,7,1125,1130,1120
345,245,Jarrad Branthwaite,42,DEF,Everton,Burnley,2024-04-06T14:00:00Z,True,Everton,15,19,1050,1050,1050
770,526,Jarrod Bowen,79,MID,Wolves,West Ham,2024-04-06T14:00:00Z,False,West Ham,10,14,1100,1085,1115
185,148,Jason Steele,41,GKP,Brighton,Arsenal,2024-04-06T16:30:00Z,True,Brighton,9,2,1365,1370,1360
601,422,Javier Manquillo Gaitán,40,DEF,Fulham,Newcastle,2024-04-06T14:00:00Z,False,Newcastle,6,11,1055,1050,1060
228,177,Jay Rodriguez,53,FWD,Everton,Burnley,2024-04-06T14:00:00Z,False,Burnley,19,15,1095,1125,1065
405,651,Jay Stansfield,45,FWD,Fulham,Newcastle,2024-04-06T14:00:00Z,True,Fulham,11,6,1280,1210,1355
688,476,Jayden Bogle,45,DEF,Sheffield Utd,Chelsea,2024-04-07T16:30:00Z,True,Sheffield Utd,20,8,1190,1150,1230
455,824,Jayden Danns,43,FWD,Man Utd,Liverpool,2024-04-07T14:30:00Z,False,Liverpool,3,7,1125,1130,1120
499,729,Jayden Luker,45,MID,Luton,Bournemouth,2024-04-06T14:00:00Z,True,Luton,18,12,1100,1130,1075
351,251,Jean-Philippe Gbamin,44,MID,Everton,Burnley,2024-04-06T14:00:00Z,True,Everton,15,19,1050,1050,1050
319,232,Jean-Philippe Mateta,49,FWD,Crystal Palace,Man City,2024-04-06T11:30:00Z,True,Crystal Palace,16,1,1365,1360,1370
832,715,Jean-Ricner Bellegarde,49,MID,Wolves,West Ham,2024-04-06T14:00:00Z,True,Wolves,14,10,1145,1140,1150
593,414,Jeff Hendrick,44,MID,Fulham,Newcastle,2024-04-06T14:00:00Z,False,Newcastle,6,11,1055,1050,1060
318,231,Jefferson Lerma Solís,47,MID,Crystal Palace,Man City,2024-04-06T11:30:00Z,True,Crystal Palace,16,1,1365,1360,1370
327,240,Jeffrey Schlupp,48,MID,Crystal Palace,Man City,2024-04-06T11:30:00Z,True,Crystal Palace,16,1,1365,1360,1370
374,760,Jenson Metcalfe,45,MID,Everton,Burnley,2024-04-06T14:00:00Z,True,Everton,15,19,1050,1050,1050
183,146,Jeremy Sarmiento Morante,45,MID,Brighton,Arsenal,2024-04-06T16:30:00Z,True,Brighton,9,2,1365,1370,1360
333,657,Jesurun Rak-Sakyi,45,MID,Crystal Palace,Man City,2024-04-06T11:30:00Z,True,Crystal Palace,16,1,1365,1360,1370
49,44,Jhon Durán,50,FWD,Aston Villa,Brentford,2024-04-06T14:00:00Z,True,Aston Villa,4,13,1100,1055,1150
154,725,Ji-Soo Kim,40,DEF,Aston Villa,Brentford,2024-04-06T14:00:00Z,False,Brentford,13,4,1160,1140,1180
716,731,Jili Buyabu,40,DEF,Sheffield Utd,Chelsea,2024-04-07T16:30:00Z,True,Sheffield Utd,20,8,1190,1150,1230
303,830,Jimi Tauriainen,45,MID,Sheffield Utd,Chelsea,2024-04-07T16:30:00Z,False,Chelsea,8,20,1030,1045,1020
307,220,Joachim Andersen,47,DEF,Crystal Palace,Man City,2024-04-06T11:30:00Z,True,Crystal Palace,16,1,1365,1360,1370
676,781,Joe Gardner,45,FWD,Spurs,Nott'm Forest,2024-04-07T17:00:00Z,False,Nott'm Forest,17,5,1170,1110,1230
78,818,Joe Gauci,39,GKP,Aston Villa,Brentford,2024-04-06T14:00:00Z,True,Aston Villa,4,13,1100,1055,1150
424,298,Joe Gomez,46,DEF,Man Utd,Liverpool,2024-04-07T14:30:00Z,False,Liverpool,3,7,1125,1130,1120
809,555,Joe Hodge,44,MID,Wolves,West Ham,2024-04-06T14:00:00Z,True,Wolves,14,10,1145,1140,1150
574,748,Joe Hugill,45,FWD,Man Utd,Liverpool,2024-04-07T14:30:00Z,True,Man Utd,7,3,1370,1350,1390
743,510,Joe Rodon,40,DEF,Spurs,Nott'm Forest,2024-04-07T17:00:00Z,True,Spurs,5,17,1100,1125,1080
98,81,Joe Rothwell,48,MID,Luton,Bournemouth,2024-04-06T14:00:00Z,False,Bournemouth,12,18,1055,1020,1090
481,336,Joe Taylor,45,FWD,Luton,Bournemouth,2024-04-06T14:00:00Z,True,Luton,18,12,1100,1130,1075
622,794,Joe White,45,MID,Fulham,Newcastle,2024-04-06T14:00:00Z,False,Newcastle,6,11,1055,1050,1060
330,243,Joe Whitworth,39,GKP,Crystal Palace,Man City,2024-04-06T11:30:00Z,True,Crystal Palace,16,1,1365,1360,1370
611,432,Joe Willock,53,MID,Fulham,Newcastle,2024-04-06T14:00:00Z,False,Newcastle,6,11,1055,1050,1060
662,469,Joe Worrall,43,DEF,Spurs,Nott'm Forest,2024-04-07T17:00:00Z,False,Nott'm Forest,17,5,1170,1110,1230
431,305,Joel Matip,48,DEF,Man Utd,Liverpool,2024-04-07T14:30:00Z,False,Liverpool,3,7,1125,1130,1120
329,242,Joel Ward,45,DEF,Crystal Palace,Man City,2024-04-06T11:30:00Z,True,Crystal Palace,16,1,1365,1360,1370
